곡 명, 아티스트, 작곡가, 작사가, 편곡자, 스트리밍 수, 좋아요 수, 발매시점, 기획사, 발매사, 장르, 재생시간
#첫사랑, 볼빨간사춘기, 김지수, 김지수, 황종하, 36482562, 24272, 2018.01.10, 쇼파르뮤직 &  딩고뮤직, NHN벅스, 가요 / 인디, 03:28
붕붕 (Feat. 식케이) (Prod. by GroovyRoom), 김하온 (HAON), 김하온 (HAON) & 식케이 (Sik-K), , 그루비룸 (GroovyRoom) & 식케이 (Sik-K), 47682016, 34503, 2018.04.14, Stone Music Entertainment, 지니뮤직, 가요 / 랩/힙합, 03:55
눈사람, 정승환, 제휘, 아이유 (IU), 제휘, 55553583, 50764, 2018.02.19, 안테나, 카카오엔터테인먼트, 가요 / 발라드, 03:56
1도 없어, Apink (에이핑크), 블랙아이드필승 & 전군, 블랙아이드필승 & 전군, 라도, 42227999, 22561, 2018.07.02, 플랜에이 엔터테인먼트, 카카오엔터테인먼트, 가요 / 댄스, 03:19
너나 해 (Egotistic), 마마무(Mamamoo), 김도훈 & 박우상, 김도훈 & 박우상, 김도훈 & 박우상, 44989037, 27329, 2018.07.16, (주)RBW, 카카오엔터테인먼트, 가요 / 댄스, 03:16
Jenga (Feat. Gaeko), 헤이즈 (Heize), 헤이즈 (Heize) & 다비 (DAVII), 헤이즈 (Heize) & 개코, 다비 (DAVII), 33159026, 22840, 2018.03.08, Stone Music Entertainment &  Studio blu, 지니뮤직, 가요 / R&B/소울, 03:30
주인공, 선미, TEDDY & 24, TEDDY & 선미, 24, 31730564, 20483, 2018.01.18, ㈜메이크어스엔터테인먼트 &  The Black Label, 카카오엔터테인먼트, 가요 / 댄스, 03:15
동화, 멜로망스 (MeloMance), 멜로망스 (MeloMance), 김민석 (멜로망스), 정동환 (멜로망스), 41481994, 28164, 2018.07.03, 민트페이퍼 &  광합성, 카카오엔터테인먼트, 가요 / 인디, 03:47
LATATA, (여자)아이들, 전소연 & 빅싼초 (Yummy Tone), 전소연, 빅싼초 (Yummy Tone) & 전소연, 39338908, 27892, 2018.05.02, 큐브 엔터테인먼트, 카카오엔터테인먼트, 가요 / 댄스, 03:23
빙글뱅글 (Bingle Bangle), AOA, Erik Nyholm & Krista Siegfrids & Kristofer Karlsson & Dokkun (김도훈) & 이상호 (RBW), 한성호 & Dokkun (김도훈) & 이상호 (RBW) & 지민, Erik Nyholm & Krista Siegfrids & Kristofer Karlsson, 29856536, 21073, 2018.05.28, FNC엔터테인먼트, 카카오엔터테인먼트, 가요 / 댄스, 03:42
너 없인 안 된다, 비투비, 임현식 (비투비) & 이든 (EDEN), 임현식 (비투비) & 이든 (EDEN) & 이민혁 (HUTA) & 프니엘 (PENIEL) & 정일훈, 임현식 (비투비) & 이든 (EDEN), 50554559, 39672, 2018.06.18, 큐브 엔터테인먼트, 카카오엔터테인먼트, 가요 / 발라드, 03:47
Power Up, Red Velvet (레드벨벳), Ludvig Evers a.k.a Moonshine & Jonatan Gusmark & Ellen Berg Tollbom & Cazzi Opeia, KENZIE, Ludvig Evers a.k.a Moonshine & Jonatan Gusmark, 39199613, 27774, 2018.08.06, SM ENTERTAINMENT, Dreamus, 가요 / 댄스, 03:22
EVERYDAY, WINNER, 강승윤 & AiRPLAY & MINO (송민호), 강승윤 & MINO (송민호) & 이승훈, AiRPLAY, 33405045, 26210, 2018.04.04, (주)YG엔터테인먼트, YG PLUS, 가요 / 랩/힙합, 03:26
사이렌 (Siren), 선미, 선미 & FRANTS, 선미, FRANTS, 43039985, 24757, 2018.09.04, (주)메이크어스엔터테인먼트, 카카오엔터테인먼트, 가요 / 댄스, 03:19
바코드 (Prod. by GroovyRoom), 김하온 (HAON) & 빈첸, 그루비룸 (GroovyRoom), 김하온 (HAON) & 빈첸, 그루비룸 (GroovyRoom), 28846696, 23435, 2018.03.31, Stone Music Entertainment, 지니뮤직, 가요 / 랩/힙합, 03:43
SoulMate (Feat. 아이유), 지코 (ZICO), 지코 (ZICO), , 지코 (ZICO) & Poptime, 33161536, 26771, 2018.07.30, SEVEN SEASONS, Sony Music, 가요 / R&B/소울, 03:39
욕심, 멜로망스 (MeloMance), 김민석 (멜로망스), 김민석 (멜로망스), 정동환 (멜로망스), 25576472, 17095, 2018.04.26, 민트페이퍼 &  광합성, 카카오엔터테인먼트, 가요 / 인디, 04:01
너 없는 시간들, 다비치, 조영수, 심현보, 조영수 & 한길 (Han Gil), 27862834, 20341, 2018.01.25, Stone Music Entertainment &  B2M Entertainment, 지니뮤직, 가요 / 발라드, 04:33
한(一), (여자)아이들, 전소연 & 빅싼초 (Yummy Tone), 전소연, 빅싼초 (Yummy Tone) & 전소연, 37952407, 26523, 2018.08.14, 큐브 엔터테인먼트, 카카오엔터테인먼트, 가요 / 댄스, 03:26
Love U, 청하, GATO & C-no & 웅킴, GATO & C-no & 웅킴, GATO & C-no & 웅킴, 31726687, 19190, 2018.07.18, MNH Entertainment, 지니뮤직 &  Stone Music Entertainment, 가요 / 댄스, 03:11
북 (Prod. by SLO), 김농밀 & Rohann (이로한), SLO (슬로), Rohann (이로한) & 김농밀, SLO (슬로), 22988959, 15371, 2018.03.17, Stone Music Entertainment, 지니뮤직, 가요 / 랩/힙합, 03:33
셋 셀테니 (1 2 3!), 승리, TEDDY & 서원진 & 24 & 승리, TEDDY & 승리, 24 & 서원진, 24855307, 15411, 2018.07.20, (주)YG엔터테인먼트, YG PLUS, 가요 / 댄스, 03:25
잊을만하면, Crush, J Bird & Crush, Crush, Crush & J Bird & 홍소진 & Stay Tuned, 22659408, 17779, 2018.05.03, 아메바컬쳐, 지니뮤직 &  Stone Music Entertainment, 가요 / R&B/소울, 03:57
어린 왕자 (Prod. by Godic), 김하온 (HAON) & PULLIK (박준호), Godic, 김하온 (HAON) & PULLIK (박준호), GLOVE, 23533507, 17520, 2018.03.24, Stone Music Entertainment, 지니뮤직, 가요 / 랩/힙합, 02:44
BAAM, MOMOLAND (모모랜드), 신사동호랭이 & BXN, 신사동호랭이 & BXN, 신사동호랭이, 24060111, 12764, 2018.06.26, (주)엠엘디엔터테인먼트 &  카카오엔터테인먼트, 카카오엔터테인먼트, 가요 / 댄스, 03:29
헤어지는 중, 펀치 (Punch), 이승주 & 최인환, 굿초이스 & 지훈, 이승주 & 최인환, 37103029, 24855, 2018.09.12, 냠냠엔터테인먼트, Dreamus, 가요 / R&B/소울, 03:43
답장, 김동률, 김동률, 김동률, 황성제 & 정수민 (SSMusic), 20385425, 18503, 2018.01.11, 뮤직팜, 카카오엔터테인먼트, 가요 / 발라드, 06:01
내가 더 나빠, 헤이즈 (Heize), 헤이즈 (Heize) & 다비 (DAVII), 헤이즈 (Heize), 다비 (DAVII), 19657687, 14115, 2018.03.08, Stone Music Entertainment &  Studio blu, 지니뮤직, 가요 / R&B/소울, 03:58
우리 그만하자, 로이킴, 로이킴, 로이킴, 권영찬, 31483598, 21948, 2018.09.18, WAKEONE, 지니뮤직, 가요 / 발라드, 04:18
오늘밤도, 펀치 (Punch), 로코베리, 지훈, 로코베리, 19433026, 16405, 2018.02.06, FNC인베스트먼트, Dreamus, 가요 / R&B/소울, 03:09
비밀정원, 오마이걸 (OH MY GIRL), Steven Lee & Mayu Wakisaka & Sean Alexander, 서지음, Steven Lee, 32866206, 32230, 2018.01.09, WM엔터테인먼트, Sony Music, 가요 / 댄스, 04:04
매트리스, 10CM, 10CM, 10CM, 10CM & 이요한 & 성수용 & 방인재 & 이윤혁, 27789346, 20918, 2018.08.23, 매직스트로베리사운드, 포크라노스, 가요 / 인디, 02:51
다른사람을 사랑하고 있어, 수지 (Suzy), 아르마딜로, 아르마딜로, 권영찬, 16963845, 16283, 2018.01.29, (주)JYP엔터테인먼트, Dreamus, 가요 / 발라드, 03:49
전하지 못한 진심 (Feat. Steve Aoki), 방탄소년단, Steve Aoki & Roland Spreckley & Jake Torrey & Noah Conrad & Annika Wells & RM & Slow Rabbit, , Steve Aoki & Roland Spreckley & Jake Torrey & Noah Conrad & Annika Wells & RM & Slow Rabbit, 33077679, 45884, 2018.05.18, BIGHIT MUSIC, YG PLUS, 가요 / 발라드, 04:02
NOAH (Feat. 박재범 & Hoody), 김하온 (HAON), 김하온 (HAON) & 박재범 & Hoody (후디), , 그루비룸 (GroovyRoom) & 박재범, 23820679, 20938, 2018.09.05, H1GHR MUSIC, 지니뮤직 &  Stone Music Entertainment, 가요 / 랩/힙합, 03:45
BOOMERANG (부메랑), Wanna One (워너원), 원더키드(Wonderkid) & BreadBeat & 로이도 (Roydo) & Shaun Kim, 로이도 (Roydo) & 원더키드(Wonderkid) & BreadBeat & Shaun Kim, Shaun Kim & 원더키드(Wonderkid) & BreadBeat, 37425572, 26018, 2018.03.19, YMC엔터테인먼트 &  Stone Music Entertainment, 지니뮤직, 가요 / 댄스, 03:04
마치 우린 없었던 사이 (Prod. by 정키), 다비치, 정키(Jung Key), 정키(Jung Key), Humbert, 23271891, 17265, 2018.07.12, WAKEONE, 지니뮤직, 가요 / 발라드, 03:52
애쓰지 마요, 박보람, 박보람, 박보람, 이나일 (Nile Lee), 19284777, 17517, 2018.02.13, Stone Music Entertainment &  FRON+DESK, 지니뮤직, 가요 / 발라드, 03:49
죽겠다 (KILLING ME), iKON, B.I & 죠리 (Joe Rhee) & R.Tee, B.I, R.Tee & 죠리 (Joe Rhee), 21532043, 17569, 2018.08.02, (주)YG엔터테인먼트, YG PLUS, 가요 / 댄스, 03:14
시간이 들겠지 (Feat. Colde), 로꼬, 로꼬 & Colde (콜드), , APRO (아프로) & 로꼬 & Colde (콜드), 34074367, 26916, 2018.10.08, AOMG, 카카오엔터테인먼트, 가요 / 랩/힙합, 03:52
빛나리, 펜타곤, Flow Blow & 후이 (펜타곤) & 던 (DAWN), 던 (DAWN) & 후이 (펜타곤) & 유토 & 우석 (펜타곤), Flow Blow, 20229260, 21708, 2018.04.02, 큐브 엔터테인먼트, 카카오엔터테인먼트, 가요 / 댄스, 03:19
약속해요 (I.P.U.), Wanna One (워너원), 별들의전쟁 * (GALACTIKA *) & 아테나 (GALACTIKA *) & 로빈, 별들의전쟁 * (GALACTIKA *), 로빈, 27061582, 27091, 2018.03.19, YMC엔터테인먼트 &  Stone Music Entertainment, 지니뮤직, 가요 / 댄스, 03:41
장마 (Rainy Season), 마마무(Mamamoo), Dokkun (김도훈) & 박우상, 박우상, 박우상, 14621532, 12108, 2018.07.01, (주)RBW, 카카오엔터테인먼트, 가요 / R&B/소울, 03:42
전혀 (Feat. 우원재) (Prod. by GroovyRoom), 빈첸, 빈첸 & 우원재 (Woo), , 그루비룸 (GroovyRoom), 17438819, 15551, 2018.04.14, Stone Music Entertainment, 지니뮤직, 가요 / 랩/힙합, 03:42
여름여름해 (Sunny Summer), 여자친구 (GFRIEND), 이단옆차기 & black edition, 이단옆차기 & black edition, 이단옆차기, 18458950, 14173, 2018.07.19, 쏘스뮤직, 카카오엔터테인먼트, 가요 / 댄스, 03:19
왜 몰랐을까, 로이킴, 동우석, 동우석, 동우석, 17483969, 12323, 2018.08.23, Stone Music Entertainment, 지니뮤직, OST / 드라마, 03:37
멋지게 인사하는 법 (Feat. 슬기 of Red Velvet), Zion.T, Zion.T, , Zion.T & PEEJAY & 서원진, 26216755, 19986, 2018.10.15, THEBLACKLABEL, YG PLUS, 가요 / 발라드, 03:22
이별길 (GOODBYE ROAD), iKON, B.I & FUTURE BOUNCE & Bekuh BOOM, B.I & BOBBY, FUTURE BOUNCE, 23721343, 18047, 2018.10.01, (주)YG엔터테인먼트, YG PLUS, 가요 / 발라드, 03:59
IndiGO, 저스디스 (JUSTHIS) & 키드밀리 (Kid Milli) & NO:EL & 양홍원, BRLLNT, 저스디스 (JUSTHIS) & 키드밀리 (Kid Milli) & NO:EL & 양홍원, BRLLNT, 34367156, 22065, 2018.06.24, 인디고뮤직, 카카오엔터테인먼트, 가요 / 랩/힙합, 04:01
켜줘 (Light), Wanna One (워너원), iHwak & Royal Dive, iHwak, Royal Dive, 34044451, 26905, 2018.06.04, SWING Entertainment &  Stone Music Entertainment, 지니뮤직, 가요 / 댄스, 03:30
다시 우리, 길구봉구, 이현승, 길구봉구 & 안태훈, 이현승 & TM, 15380798, 10390, 2018.05.24, (주)뮤직웍스, 지니뮤직, 가요 / 발라드, 04:41
겨울소리, 박효신, 박효신, 박효신 & 김이나, 정재일, 12513529, 14254, 2018.01.01, (주)글러브엔터테인먼트, 지니뮤직 &  Stone Music Entertainment, 가요 / 발라드, 06:52
Cereal (Feat. ZICO), Crush, Crush & 지코 (ZICO), , Crush & 지코 (ZICO) & Stay Tuned, 15389862, 13296, 2018.07.13, 아메바컬쳐, 지니뮤직 &  Stone Music Entertainment, 가요 / R&B/소울, 03:38
몰랐니 (Lil' Touch), 소녀시대-Oh!GG, Lance Shipp & Rachael Kennedy & Nathalia Marshall & Laurell Barker & VMP, ODAL PARK & 최지연 (Jam Factory), LIONCHLD, 13488714, 11747, 2018.09.05, SM ENTERTAINMENT, Dreamus, 가요 / 댄스, 03:10
Really, BLACKPINK, TEDDY & CHOICE37, TEDDY & Danny Chung, CHOICE37, 14681497, 13651, 2018.06.15, (주)YG엔터테인먼트, YG PLUS, 가요 / 댄스, 03:18
Anpanman, 방탄소년단, PDOGG & Supreme Boi & 'Hitman' Bang & RM & SUGA & JINBO, PDOGG & Supreme Boi & 'Hitman' Bang & RM & SUGA & JINBO, , 19730737, 28611, 2018.05.18, BIGHIT MUSIC, YG PLUS, 가요 / 랩/힙합, 03:53
좋은 날, 멜로망스 (MeloMance), 남혜승 & 박진호, 남혜승 & 박진호, 정동환 (멜로망스), 22613949, 19044, 2018.08.05, Stone Music Entertainment &  화앤담픽쳐스, 지니뮤직 &  Stone Music Entertainment, OST / 드라마, 05:30
괜찮냐고, 헤이즈 (Heize), 헤이즈 (Heize) & 다비 (DAVII), 헤이즈 (Heize), 다비 (DAVII), 12024289, 10345, 2018.03.08, Stone Music Entertainment &  Studio blu, 지니뮤직, 가요 / R&B/소울, 03:51
캥거루 (Kangaroo) (Prod. ZICO), Wanna One (워너원) - 트리플포지션, 지코 (ZICO) & Poptime, 지코 (ZICO) & 강다니엘 & 박우진 (AB6IX), 지코 (ZICO) & Poptime, 20046246, 21769, 2018.06.04, SWING Entertainment &  Stone Music Entertainment, 지니뮤직, 가요 / 댄스, 03:43
바람사람, 볼빨간사춘기, 안지영, 안지영, 이택승, 11120664, 8179, 2018.05.24, 쇼파르뮤직, NHN벅스, 가요 / 인디, 03:37
花요일 (Blooming Day), EXO-CBX (첸백시), Steve Manovski & Jenson Vaughan & Caroline Ailin & Jordan Croucher & 유영진, 황유빈, Steve Manovski, 31141090, 23857, 2018.04.10, SM ENTERTAINMENT, Dreamus, 가요 / 댄스, 03:20
HOLIDAY (Feat. DPR LIVE), 수지 (Suzy), 진리 (Full8loom) & DPR LIVE, , 영광의 얼굴들 (Full8loom) & 진리 (Full8loom), 11757633, 13247, 2018.01.29, (주)JYP엔터테인먼트, Dreamus, 가요 / R&B/소울, 03:11
Like It (Feat. 행주 & 보이비), Rohann (이로한) & ASH ISLAND, Rohann (이로한) & ASH ISLAND & 행주 & 보이비, , Closed Eye, 10376374, 7392, 2018.03.24, Stone Music Entertainment, 지니뮤직, 가요 / 랩/힙합, 03:39
이로한 (Feat. ELO & Jessi ) (Prod. by Padi), Rohann (이로한), Rohann (이로한) & 행주 & 보이비, , Padi (페디) & ELO, 10807857, 9992, 2018.04.14, Stone Music Entertainment, 지니뮤직, 가요 / 랩/힙합, 04:40
나타나줘 (Feat. 박재범), 로꼬, 로꼬, , Mokyo & 로꼬 & 박재범 & WOOGIE & Jetti, 10382653, 9467, 2018.03.14, AOMG, 카카오엔터테인먼트, 가요 / 랩/힙합, 03:47
사랑했었다 (Still love you), 이홍기 (FT아일랜드) & 유회승 (엔플라잉), VIP, VIP, VIP, 24897120, 22101, 2018.04.08, FNC엔터테인먼트, 카카오엔터테인먼트, 가요 / 발라드, 04:18
비가 온다, 정승환, 1601, 유희열 & 정승환 & 안효진, 1601, 14067968, 13239, 2018.02.19, 안테나, 카카오엔터테인먼트, 가요 / 발라드, 03:33
Never Be the Same, Camila Cabello, , , , 9753898, 15904, 2018.01.12, Syco Music &  Epic, Sony Music, POP / 팝, 03:47
Santa's Coming for Us, Sia, , , , 8382179, 9890, 2021.11.05, Monkey Puzzle &  Atlantic, 워너뮤직, POP / 팝, 03:27
In My Feelings, Drake, , , , 4551269, 7665, 2018.06.29, Republic Records, Universal Music, POP / 랩/힙합, 03:38
no tears left to cry, Ariana Grande, , , , 2903310, 5410, 2018.08.17, Republic Records, Universal Music, POP / 팝, 03:26
Sriracha, Marteen, , , , 5154506, 11105, 2018.02.23, Warner Bros., 워너뮤직, POP / 팝, 02:59
Finesse (Remix) (Feat. Cardi B), Bruno Mars, , , , 4793618, 7761, 2018.01.05, Atlantic Records, 워너뮤직, POP / R&B/소울, 03:37
This Is America, Childish Gambino, , , , 3088866, 5495, 2018.05.08, mcDJ Recording &  RCA Records, Sony Music, POP / 랩/힙합, 03:46
Waste It On Me (Feat. BTS (방탄소년단)), Steve Aoki, , , , 7372324, 17847, 2018.10.25, Ultra Records &  LLC, Sony Music, POP / 일렉트로니카, 03:13
Freaky Friday (Feat. Chris Brown), Lil Dicky, , , , 3741057, 5078, 2018.03.16, Commission Music, 워너뮤직, POP / 랩/힙합, 03:37
Real Friends, Camila Cabello, , , , 3604561, 7746, 2018.01.12, Syco Music &  Epic, Sony Music, POP / 팝, 03:34
Pray For Me, Kendrick Lamar & The Weeknd, , , , 2773643, 5206, 2018.02.09, Aftermath Records, Universal Music, OST / 해외영화, 03:32
No Brainer (Feat. Justin Bieber & Chance The Rapper & Quavo), DJ Khaled, , , , 5808111, 9073, 2019.05.17, Epic &  We The Best, Sony Music, POP / 랩/힙합, 04:20
Me & You ◑, HONNE, , , , 2795040, 5007, 2018.04.27, Atlantic Records UK, 워너뮤직, POP / 락, 04:04
Havana, J.Fla, , , , 2438405, 1831, 2018.01.19, Ostereo, (주)뮤직트리엔터테인먼트, POP / 팝, 02:12
If You Leave Me Now (Feat. Boyz II Men), Charlie Puth, , , , 1766659, 3746, 2018.05.11, Artist Partners, 워너뮤직, POP / 팝, 04:02
Patient, Charlie Puth, , , , 3559791, 7617, 2018.05.11, Artist Partners, 워너뮤직, POP / 팝, 03:11
One Kiss, Calvin Harris & Dua Lipa, , , , 3289387, 5833, 2018.04.09, Columbia, Sony Music, POP / 팝, 03:35
Bloom, Troye Sivan, , , , 3160112, 6815, 2018.08.31, EMI Recorded Music Australia Pty Ltd., Universal Music, POP / 팝, 03:42
The Way I Am, Charlie Puth, , , , 2467878, 5004, 2018.05.11, Artist Partners, 워너뮤직, POP / 팝, 03:06
BOOM, Gucci Mane & Sevenn & Tiesto, , , , 7812628, 10596, 2018.01.26, Musical Freedom Label Ltd, Universal Music, POP / 일렉트로니카, 03:00
Bohemian Rhapsody (Live Aid), Queen, , , , 3920269, 3090, 2018.10.19, Queen Productions Ltd, Universal Music, OST / 해외영화, 02:28
Somebody, The Chainsmokers & Drew Love, , , , 2511003, 4156, 2018.12.14, Disruptor Records &  Columbia, Sony Music, POP / 일렉트로니카, 03:43
Killer Queen, Queen, , , , 5070488, 3615, 2018.10.19, Queen Productions Ltd, Universal Music, OST / 해외영화, 02:59
Consequences, Camila Cabello, , , , 1637322, 3437, 2018.01.12, Syco Music &  Epic, Sony Music, POP / 팝, 02:59
Don't Leave Me, 방탄소년단, , , , 1988984, 8152, 2018.04.04, UNIVERSAL MUSIC LLC., Universal Music, J-POP / R&B/힙합, 03:48
Mine, Bazzi, , , , 4869911, 9224, 2018.04.14, ZZZ Entertainment, 워너뮤직, POP / 팝, 02:11
Love Of My Life (Live At Rock In Rio), Queen, , , , 2607678, 2588, 2018.10.19, Queen Productions Ltd, Universal Music, OST / 해외영화, 04:29
All The Stars (영화 블랙 팬서 (Black Panther) OST), Kendrick Lamar & SZA, , , , 1302073, 1920, 2018.01.05, Top Dawg Ent. &  Aftermath &  Interscope Records, Universal Music, POP / 랩/힙합, 03:56
In My Blood, Shawn Mendes, , , , 3403651, 7303, 2018.05.25, Island Records, Universal Music, POP / 팝, 03:31
Another One Bites The Dust, Queen, , , , 4821054, 5453, 2018.10.19, Queen Productions Ltd, Universal Music, OST / 해외영화, 03:35
Let Go, 방탄소년단, , , , 2300257, 9037, 2018.04.04, UNIVERSAL MUSIC LLC., Universal Music, J-POP / R&B/힙합, 05:00
Lemon, Kenshi Yonezu, , , , 8214056, 15181, 2018.03.14, Sony Music Labels Inc., Sony Music, J-POP / 팝, 04:16
LA Girls, Charlie Puth, , , , 2487204, 4845, 2018.05.11, Artist Partners, 워너뮤직, POP / 팝, 03:17
Batshit (애플 아이폰 8 레드 광고 삽입곡), Sofi Tukker, , , , 3099768, 5255, 2018.04.13, Ultra Records &  LLC, Sony Music, POP / 일렉트로니카, 03:23
Welcome To The Party (Feat. Zhavia Ward), Diplo & French Montana & Lil Pump, , , , 1690885, 2529, 2018.05.18, Columbia, Sony Music, OST / 해외영화, 03:02
She Loves Control, Camila Cabello, , , , 1116840, 1803, 2018.01.12, Syco Music &  Epic, Sony Music, POP / 팝, 02:57
Candy Pop, TWICE (트와이스), , , , 1041534, 2346, 2018.02.07, (주)JYP엔터테인먼트, Dreamus, J-POP / 팝, 03:22
Mamma Mia, Alexa Davies & Jessica Keenan Wynn & Lily James, , , , 1144016, 1356, 2018.07.13, Littlestar Services Limited, Universal Music, OST / 전체, 02:40
We Are The Champions (Live Aid), Queen, , , , 3170603, 2748, 2018.10.19, Queen Productions Ltd, Universal Music, OST / 해외영화, 03:57
Don't Stop Me Now (...Revisited), Queen, , , , 4226054, 3756, 2018.10.19, Queen Productions Ltd, Universal Music, OST / 해외영화, 03:38
Darkside, Alan Walker & Au/Ra & Tomine Harket, , , , 4621852, 5957, 2018.07.27, MER Sweden AB, Sony Music, POP / 일렉트로니카, 03:32
Left To Right, Marteen, , , , 1828144, 4129, 2018.02.23, Warner Bros., 워너뮤직, POP / 팝, 03:11
Call Out My Name, The Weeknd, , , , 1650757, 3584, 2018.03.30, The Weeknd, Universal Music, POP / R&B/소울, 03:48
All The Stars, Kendrick Lamar & SZA, , , , 1307950, 3036, 2018.02.09, Aftermath Records, Universal Music, OST / 해외영화, 03:52
